Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet name,Skills
162,162,MA,9781442316775,Mandarin 3,9,,,01R,,M,不，我不住在旅馆。,"bú, wǒ bú zhù zài lǘ guǎn.",7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_162.mp3,18
163,163,MA,9781442316775,Mandarin 3,9,,,02Q,,N,I’ll call again later.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_163.mp3,"3,17"
164,164,MA,9781442316775,Mandarin 3,9,,,02R,,M,我过一会儿再打。,wǒ guò yì huǐr zài dǎ.,6,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_164.mp3,"3,17"
165,165,MA,9781442316775,Mandarin 3,9,,,03Q,,N,"We’ll eat lunch together, okay?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_165.mp3,6
166,166,MA,9781442316775,Mandarin 3,9,,,03R,,M,我们一起吃午饭，好吗？,"wǒ men yì qǐ chī wǔ fàn, hǎo ma?",9,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_166.mp3,6
167,167,MA,9781442316775,Mandarin 3,9,,,04Q,,N,How was this hotel?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_167.mp3,"7,18"
168,168,MA,9781442316775,Mandarin 3,9,,,04R,,F,这个旅馆怎么样？,zhè gè lǚ guǎn zěn me yàng?,7,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_168.mp3,"7,18"
169,169,MA,9781442316775,Mandarin 3,9,,,05Q,,N,Is Mr. Lu in?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_169.mp3,7
170,170,MA,9781442316775,Mandarin 3,9,,,05R,,M,路先生在吗？,lù xiān sheng zài ma?,5,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_170.mp3,7
171,171,MA,9781442316775,Mandarin 3,9,,,06Q,,N,Last month didn’t you take a business trip?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_171.mp3,"17,18,20"
172,172,MA,9781442316775,Mandarin 3,9,,,06R,,F,上个月您没有出差吗？,shàng gè yuè nín méi yǒu chū chāi ma?,9,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_172.mp3,"17,18,20"
173,173,MA,9781442316775,Mandarin 3,9,,,07Q,,N,"This month, I’m going to go to Shanghai.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_173.mp3,"17,18"
174,174,MA,9781442316775,Mandarin 3,9,,,07R,,M,这个月我要去上海。,zhè gè yuè wǒ yào qù shàng hǎi.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_174.mp3,"17,18"
175,175,MA,9781442316775,Mandarin 3,9,,,08Q,,N,But he will return right away.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_175.mp3,9
176,176,MA,9781442316775,Mandarin 3,9,,,08R,,F,可是他马上就回来。,kě shì tā mǎ shàng jiù huí lái.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_176.mp3,9
177,177,MA,9781442316775,Mandarin 3,9,,,09Q,,N,Of course you can.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_177.mp3,7
178,178,MA,9781442316775,Mandarin 3,9,,,09R,,F,当然可以。,dāng rán kě yĭ.,4,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_178.mp3,7
179,179,MA,9781442316775,Mandarin 3,9,,,10Q,,N,"Yes, I took a business trip to Nanjing.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_179.mp3,"18,20"
180,180,MA,9781442316775,Mandarin 3,9,,,10R,,M,出差了，我出差去南京了。,"chū chāi le, wŏ chū chāi qù nán jīng le.",10,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_180.mp3,"18,20"
181,181,MA,9781442316775,Mandarin 3,10,,,01Q,,N,You can walk to the American embassy.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_181.mp3,"1,4,16,18"
182,182,MA,9781442316775,Mandarin 3,10,,,01R,,F,您可以走路去美国大使馆。,nín kě yǐ zǒu lù qù měi guó dà shĭ guǎn.,11,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_182.mp3,"1,4,16,18"
183,183,MA,9781442316775,Mandarin 3,10,,,02Q,,N,The subway is better.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_183.mp3,"16,18"
184,184,MA,9781442316775,Mandarin 3,10,,,02R,,F,地铁好。,dì tiě hǎo.,3,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_184.mp3,"16,18"
185,185,MA,9781442316775,Mandarin 3,10,,,03Q,,N,Please get on at Wangfujing Avenue.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_185.mp3,4
186,186,MA,9781442316775,Mandarin 3,10,,,03R,,F,请在王府井大街上车。,qǐng zài wáng fù jǐng dà jiē shàng chē.,9,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_186.mp3,4
187,187,MA,9781442316775,Mandarin 3,10,,,04Q,,N,"Last month you took a business trip, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_187.mp3,"17,18,20"
188,188,MA,9781442316775,Mandarin 3,10,,,04R,,F,上个月您出差了，是吧？,"shàng gè yuè nín chū chāi le, shì ba?",9,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_188.mp3,"17,18,20"
189,189,MA,9781442316775,Mandarin 3,10,,,05Q,,N,It’s ten-thirty.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_189.mp3,"12,16,17"
190,190,MA,9781442316775,Mandarin 3,10,,,05R,,F,十点半。,shí diǎn bàn.,3,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_190.mp3,"12,16,17"
191,191,MA,9781442316775,Mandarin 3,10,,,06Q,,N,Please get off at Chang’an Avenue.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_191.mp3,"4,16,18"
192,192,MA,9781442316775,Mandarin 3,10,,,06R,,F,请在长安大街下车。,qǐng zài cháng ān dà jiē xià chē.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_192.mp3,"4,16,18"
193,193,MA,9781442316775,Mandarin 3,10,,,07Q,,N,The subway is faster than the bus.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_193.mp3,"16,18"
194,194,MA,9781442316775,Mandarin 3,10,,,07R,,F,地铁比公共汽车快。,dì tiě bǐ gōng gòng qì chē kuài.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_194.mp3,"16,18"
195,195,MA,9781442316775,Mandarin 3,10,,,08Q,,N,I have to go to the American embassy.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_195.mp3,"4,16,18"
196,196,MA,9781442316775,Mandarin 3,10,,,08R,,M,我得去美国大使馆。,wŏ děi qù měi guó dà shĭ guăn.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_196.mp3,"4,16,18"
197,197,MA,9781442316775,Mandarin 3,10,,,09Q,,N,I stayed in a hotel.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_197.mp3,18
198,198,MA,9781442316775,Mandarin 3,10,,,09R,,F,我住在旅馆。,wŏ zhù zài lǚ guăn.,5,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_198.mp3,18
199,199,MA,9781442316775,Mandarin 3,11,,,01Q,,N,You dialed the wrong number.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_199.mp3,"3,7"
200,200,MA,9781442316775,Mandarin 3,11,,,01R,,M,对不起，您打错了。,"duì bù qǐ, nín dǎ cuò le.",7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_200.mp3,"3,7"
201,201,MA,9781442316775,Mandarin 3,11,,,02Q,,N,I’m really sorry.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_201.mp3,"7,13,16"
202,202,MA,9781442316775,Mandarin 3,11,,,02R,,F,真对不起。,zhēn duì bù qǐ.,4,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_202.mp3,"7,13,16"
203,203,MA,9781442316775,Mandarin 3,11,,,03Q,,N,"Today it’s very warm, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_203.mp3,19
204,204,MA,9781442316775,Mandarin 3,11,,,03R,,M,今天很暖和，是吧？,"jīn tiān hěn nuăn huo, shì ba?",7,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_204.mp3,19
205,205,MA,9781442316775,Mandarin 3,11,,,04Q,,N,It’s cool.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_205.mp3,19
206,206,MA,9781442316775,Mandarin 3,11,,,04R,,M,凉快。,liǎng kuài.,2,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_206.mp3,19
207,207,MA,9781442316775,Mandarin 3,11,,,05Q,,N,"That’s right, it’s very cool today.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_207.mp3,"17,19"
208,208,MA,9781442316775,Mandarin 3,11,,,05R,,M,是的，今天很凉快。,"shì de, jīn tiān hěn liáng kuài.",7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_208.mp3,"17,19"
209,209,MA,9781442316775,Mandarin 3,11,,,06Q,,N,The area code was wrong.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_209.mp3,3
210,210,MA,9781442316775,Mandarin 3,11,,,06R,,M,地区号错了。,dì qū hào cuò le.,5,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_210.mp3,3
211,211,MA,9781442316775,Mandarin 3,11,,,07Q,,N,Beijing is cooler than Hong Kong.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_211.mp3,"18,19"
212,212,MA,9781442316775,Mandarin 3,11,,,07R,,F,北京比香港凉快。,běi jīng bǐ xāng gǎng liáng kuài.,7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_212.mp3,"18,19"
213,213,MA,9781442316775,Mandarin 3,11,,,08Q,,N,"In the embassy, there’s a coffee shop.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_213.mp3,6
214,214,MA,9781442316775,Mandarin 3,11,,,08R,,F,大使馆里有一个咖啡馆。,dà shĭ guǎn li yǒu yí gè kā fēi guǎn.,10,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_214.mp3,6
215,215,MA,9781442316775,Mandarin 3,11,,,09Q,,N,"On the train, I ate lunch.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_215.mp3,"6,18"
216,216,MA,9781442316775,Mandarin 3,11,,,09R,,F,在火车上我吃午饭了。,zài huǒ chē shàng wǒ chī wǔ fàn le.,9,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_216.mp3,"6,18"
217,217,MA,9781442316775,Mandarin 3,11,,,10Q,,N,It’s lunchtime.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_217.mp3,"6,17"
218,218,MA,9781442316775,Mandarin 3,11,,,10R,,F,午饭的时间到了。,wǔ fàn de shí jiān dào le.,7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_218.mp3,"6,17"
219,219,MA,9781442316775,Mandarin 3,12,,,01Q,,N,"In bei hai Park, there’s a very good teahouse.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_219.mp3,"6,18"
220,220,MA,9781442316775,Mandarin 3,12,,,01R,,F,北海公园有一家很好的茶馆。,běi hǎi gōng yuán yǒu yí gè hěn hǎo de chá guǎn.,12,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_220.mp3,"6,18"
221,221,MA,9781442316775,Mandarin 3,12,,,02Q,,N,"Boston, now, is not warm.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_221.mp3,"18,19"
222,222,MA,9781442316775,Mandarin 3,12,,,02R,,M,波士顿现在不暖和。,bō shì dùn xiàn zài bù nuǎn huo.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_222.mp3,"18,19"
223,223,MA,9781442316775,Mandarin 3,12,,,03Q,,N,Was there a message?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_223.mp3,"3,7"
224,224,MA,9781442316775,Mandarin 3,12,,,03R,,M,留言了吗？,liú yán le ma?,4,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_224.mp3,"3,7"
225,225,MA,9781442316775,Mandarin 3,12,,,04Q,,N,Who called?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_225.mp3,"3,7"
226,226,MA,9781442316775,Mandarin 3,12,,,04R,,M,是谁打来的？,shì shuí dǎ lái de?,5,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_226.mp3,"3,7"
227,227,MA,9781442316775,Mandarin 3,12,,,05Q,,N,Fifteen minutes ago.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_227.mp3,"12,17"
228,228,MA,9781442316775,Mandarin 3,12,,,05R,,F,十五分钟前左右。,shí wǔ fēn zhōng qián zuǒ yòu.,7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_228.mp3,"12,17"
229,229,MA,9781442316775,Mandarin 3,12,,,06Q,,N,There was a telephone call.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_229.mp3,3
230,230,MA,9781442316775,Mandarin 3,12,,,06R,,F,有一个电话。,yǒu yí gè diàn huà.,5,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_230.mp3,3
231,231,MA,9781442316775,Mandarin 3,12,,,07Q,,N,"On foot, it’s fifteen minutes, more or less.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_231.mp3,"1,12,17"
232,232,MA,9781442316775,Mandarin 3,12,,,07R,,F,走路十五分钟左右。,zǒu lù shí wǔ fēn zhōng zuǒ yòu.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_232.mp3,"1,12,17"
233,233,MA,9781442316775,Mandarin 3,12,,,08Q,,N,"Let’s go for a walk, okay?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_233.mp3,1
234,234,MA,9781442316775,Mandarin 3,12,,,08R,,F,去散步，好吗？,"qù sàn bù, hǎo ma?",5,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_234.mp3,1
235,235,MA,9781442316775,Mandarin 3,12,,,09Q,,N,"We can go there on foot, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_235.mp3,1
236,236,MA,9781442316775,Mandarin 3,12,,,09R,,M,我们可以走路去那儿，是吧？,"wǒ men kĕ yǐ zǒu lù qù nǎr, shì ba?",10,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_236.mp3,1
237,237,MA,9781442316775,Mandarin 3,12,,,10Q,,N,When did the call come in?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_237.mp3,3
238,238,MA,9781442316775,Mandarin 3,12,,,10R,,M,是什么时候打来的？,shì shén me shí hou dă lái de?,8,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_238.mp3,3
239,239,MA,9781442316775,Mandarin 3,13,,,01Q,,N,How long does it take from here on foot?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_239.mp3,"1,4"
240,240,MA,9781442316775,Mandarin 3,13,,,01R,,M,从这儿走路去需要多少时间？,cóng zhèr zǒu lù qù xū yào duō shǎo shí jiān?,11,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_240.mp3,"1,4"
241,241,MA,9781442316775,Mandarin 3,13,,,02Q,,N,Do you have a fever?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_241.mp3,8
242,242,MA,9781442316775,Mandarin 3,13,,,02R,,F,发烧吗？,fā shāo ma?,3,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_242.mp3,8
243,243,MA,9781442316775,Mandarin 3,13,,,03Q,,N,"Yes, I have a fever.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_243.mp3,8
244,244,MA,9781442316775,Mandarin 3,13,,,03R,,M,发烧，我也发烧。,"fā shāo, wǒ yě fā shāo.",6,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_244.mp3,8
245,245,MA,9781442316775,Mandarin 3,13,,,04Q,,N,When did he call?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_245.mp3,"3,17"
246,246,MA,9781442316775,Mandarin 3,13,,,04R,,M,他是什么时候打来的？,tā shì shén me shí hou dă lái de?,9,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_246.mp3,"3,17"
247,247,MA,9781442316775,Mandarin 3,13,,,05Q,,N,I have a headache.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_247.mp3,8
248,248,MA,9781442316775,Mandarin 3,13,,,05R,,M,我头疼。,wǒ tóu téng.,3,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_248.mp3,8
249,249,MA,9781442316775,Mandarin 3,13,,,06Q,,N,I sometimes go for a walk after lunch.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_249.mp3,"1,6"
250,250,MA,9781442316775,Mandarin 3,13,,,06R,,F,我有时候午饭以后去散步。,wǒ yǒu shí hou wǔ fàn yǐ hòu qù sàn bù.,11,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_250.mp3,"1,6"
251,251,MA,9781442316775,Mandarin 3,13,,,07Q,,N,How about this kind of medicine?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_251.mp3,8
252,252,MA,9781442316775,Mandarin 3,13,,,07R,,F,这种药怎么样？,zhè zhǒng yào zěn me yàng?,6,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_252.mp3,8
253,253,MA,9781442316775,Mandarin 3,13,,,08Q,,N,My stomach hurts.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_253.mp3,8
254,254,MA,9781442316775,Mandarin 3,13,,,08R,,M,我肚子疼。,wǒ dù zi téng.,4,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_254.mp3,8
255,255,MA,9781442316775,Mandarin 3,13,,,09Q,,N,"Let’s go on foot to the park, okay?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_255.mp3,1
256,256,MA,9781442316775,Mandarin 3,13,,,09R,,F,走路去公园，好吗？,"zǒu lù qù gōng yuán, hǎo ma?",7,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_256.mp3,1
257,257,MA,9781442316775,Mandarin 3,13,,,10Q,,N,I’ll call again now.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_257.mp3,"3,17"
258,258,MA,9781442316775,Mandarin 3,13,,,10R,,M,我现在再打。,wǒ xiàn zài zài dǎ.,5,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_258.mp3,"3,17"
259,259,MA,9781442316775,Mandarin 3,14,,,01Q,,N,"Do you have a stomach-ache, too?",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_259.mp3,8
260,260,MA,9781442316775,Mandarin 3,14,,,01R,,M,肚子也疼吗？,dù zi yě téng ma?,5,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_260.mp3,8
261,261,MA,9781442316775,Mandarin 3,14,,,02Q,,N,"Yes, I also have a stomach-ache.",,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_261.mp3,8
262,262,MA,9781442316775,Mandarin 3,14,,,02R,,F,疼，我肚子也疼。,"téng, wǒ dù zi yě téng.",6,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_262.mp3,8
263,263,MA,9781442316775,Mandarin 3,14,,,03Q,,N,How far?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_263.mp3,"4,16,18"
264,264,MA,9781442316775,Mandarin 3,14,,,03R,,M,多远？,duō yuǎn?,2,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_264.mp3,"4,16,18"
265,265,MA,9781442316775,Mandarin 3,14,,,04Q,,N,Mr. Hong is a very important customer.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_265.mp3,"9,20"
266,266,MA,9781442316775,Mandarin 3,14,,,04R,,M,洪先生是一位很重要的顾客。,hóng xiān sheng shì yí wèi hěn zhòng yào de gù kè.,12,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_266.mp3,"9,20"
267,267,MA,9781442316775,Mandarin 3,14,,,05Q,,N,Maybe it’s a cold.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_267.mp3,"17,19"
268,268,MA,9781442316775,Mandarin 3,14,,,05R,,M,可能是感冒。,kě néng shì gǎn mào.,5,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_268.mp3,"17,19"
269,269,MA,9781442316775,Mandarin 3,14,,,06Q,,N,How long will it take?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_269.mp3,"7,16,18"
270,270,MA,9781442316775,Mandarin 3,14,,,06R,,F,需要很长的时间吗？,xū yào hĕn cháng de shí jiān ma?,8,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_270.mp3,"7,16,18"
271,271,MA,9781442316775,Mandarin 3,14,,,07Q,,N,This is an important meeting.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_271.mp3,"16,20"
272,272,MA,9781442316775,Mandarin 3,14,,,07R,,M,这是一个重要的会。,zhè shì yí gè zhòng yào de huì.,8,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_272.mp3,"16,20"
273,273,MA,9781442316775,Mandarin 3,14,,,08Q,,N,I have a sore throat.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_273.mp3,8
274,274,MA,9781442316775,Mandarin 3,14,,,08R,,F,我喉咙疼。,wǒ hóu lòng téng.,4,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_274.mp3,8
275,275,MA,9781442316775,Mandarin 3,14,,,09Q,,N,I’ll need an interpreter.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_275.mp3,"3,7,9"
276,276,MA,9781442316775,Mandarin 3,14,,,09R,,M,我需要一位翻译。,wǒ xū yào yí wèi fān yì.,7,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_276.mp3,"3,7,9"
277,277,MA,9781442316775,Mandarin 3,14,,,10Q,,N,The pharmacy is not far.,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_277.mp3,"4,8"
278,278,MA,9781442316775,Mandarin 3,14,,,10R,,M,药房不远。,yào fáng bù yuăn.,4,S,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_278.mp3,"4,8"
279,279,MA,9781442316775,Mandarin 3,15,,,01Q,,N,How’s the preparation for the meeting?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_279.mp3,20
280,280,MA,9781442316775,Mandarin 3,15,,,01R,,F,会准备得怎么样了？,huì zhǔn bèi de zěn me yàng le?,8,Q,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_280.mp3,20
281,281,MA,9781442316775,Mandarin 3,15,,,02Q,,N,Are you going to participate in this meeting?,,,,Pimsleur Chinese (Mandarin) Level 3 MP3,9781442394896_Mandarin_Chinese_3_QM_281.mp3,20
